,Review_title,Review_text,Ratings
258,Fabulous!,"Very good performance,fhd display is insane Loving it
Dont read false reviews, go for it, very good laptop",5
259,Decent product,Good experience,3
260,Worth every penny,"Bild quality, performance is beautiful and Value for money 💰❤️",5
261,Brilliant,Good performance and light weight,5
262,Good choice,Work smoothly,4
263,Mind-blowing purchase,"Laptop works really nice....
Value for money, best for simple daily works..",5
264,Very poor,"Laptop is okay however no needs to pay for installation , it's waste of money , basically it's cheating...It has nothing to install..",1
265,Really Nice,"Premium quality,all things are good but battery is only 3 to 4 usable.",5
266,Worth every penny,Very good laptop 🥰,5
267,Wonderful,"Good performance,vary fast boot up and shutdown. But battery backup is average.",5
268,Highly recommended,As per my budget . Laptop is budget friendly.,5
269,Expected a better product,Sound is too low,2
270,Delightful,I am using it very good product,4
271,Just okay,Good products bt battery is not good,3
272,Just okay,"It is so much heating but performance is ok, very low sound and design is looking good",3
273,Mind-blowing purchase,Nice product ...,5
274,Delightful,Over all nice product but sound quality is not much better and camera quality also.,4
275,Worth every penny,Good surface finish,5
276,Just wow!,"Loved it... Wonderful one... ❤
Battery performance is not good.. Otherwise its good",5
277,Great product,Wonderful product,5
278,Wonderful,Awesome,5
279,Delightful,Good product,4
280,Wonderful,Its is good I loved it tq Flipkart 🖤,5
281,Terrific,Happy with it,5
282,Must buy!,Very comfortable,5
283,Unsatisfactory,"2 DAYS HONEST FEEDBACK

1}THIS LAPTOP IS NOTHING BUT A HEAT PRODUCING MACHINE.2} SOUND QUALITY IS VERY POOR DESPITE UPDATING THE DRIVERS.3} BATTERY IS DRAINNG OUT IN ONE N HALF HOUR WITH JUST BROWISING SITES.

AND{ 4 } IS FLIPKART'S DELIVERY SERVICE IS VERY POOR I.E THEY TOOK ALMOST 13 DAYS TO DELIVER THIS LAPTOP DESPITE REPEATED REQUEST .",1
284,Brilliant,"Very nice value for money laptop
An all so good and all of nice laptop",5
285,Does the job,"PROS

LOOK LIKE PREMIUM DEVICE
SCREEN QUALITY GOOD
FINGERPRINT WORKING PERFECTLY
SMOOTH
BRIGHTNESS IS ALSO GOOD


CONS
BIGGEST CONS CAMERA
BATTERY BACKUP ONLY 3H
IT MUST GIVE DOLBY ALTEAST
SOUND IS NOT THAT LOUD IN MY CASE I HAVE TO USE EXTERNAL SPEAKER",3
286,Very poor,Battery Backup is wrost and Heating,1
287,Waste of money!,"Bad laptop 👎hate company give defective products
Not charging not opening given very very bad product

Don't buy this",1
288,Value-for-money,Best in budget. Not expect more than enough. This is enough 8 gb RAM & 512 GB SSD is giving nice performance...🤩🤩🎉🎉🎉,4
289,Nice product,"Best in quality design.
Excellent quality Display
Best in quality keyboard and TouchPad
Quick and nice fingerprint sensor

Battery life is fine lasts almost 3 hours on full charge
Speakers are of average quality
RAM can be upgraded upto 16 gb but it has only 1 upgradeable memory slot as one slot is already being fixed with the motherboard

Overall must buy laptop if you're looking to buy something around 30k.",4
290,Delightful,This is only for offline & office work person performance is very good in this price bracket.... important note - only one thing I don't like about this laptop is 45%ntsc display ...i think it's manage that because of lower price ...those who wants for multimedia don't go for it ...go for the OLED screen varient ...,4
291,Expected a better product,"Don't buy this limited features like processors i3,
Best future uses wait and add some more buy i5,i7 ...
This laptop has big battery problem.not fast charge.bottom design was plastic coating when u drop it slips parts ohhhh.i recommend to move best featured lap",2
292,Must buy!,Asus vivobook 15 is best laptop under 35000..im totally impressed with this laptop... Flipkart provide fast delivery and very good packaging.. I recommended to buy if you buy a laptop under 35000 than you go for it. Really loved it.. Excellent,5
293,Delightful,"correct in all respects But It just doesn't have the CD drive. Good build quality and nice color Working fine.
Battery 🔋 is good About 6hrs backup. Very good product in all respects",4
294,Super!,Everything is good but when I purchased this it's price is too much high,5
295,Highly recommended,Good,5
296,Nice,All good but battery backup not good enough,3
297,Classy product,Key board good but key calculator not good very small enter key,5
298,Nice,"Pros: Great performance, boots up in 8 seconds, can play most games in high settings, the rgb keyboard is a beautiful sight to look at, screen looks great with the ips display and 144hz.

Cons: Battery is poor, only lasts 1 hour approx on normal usage, the cpu can get around 95 degree while playing games but you can decrease it but using throttlestop, also it has Bluetooth issues

Overall not recommended, better get hp pavilion ryzen 5500h",3
299,Great product,"It's a 4.5 out of 5
Pros
- 144Hz is smooth for gaming
- GTX 1650 Does the work with excellence and you can run games like Valorant, Warzone etc and applications such as After Effects
- 8 GB Ram is enough but you can consider upgrading to 16 GB later
- The design is really good and even the option to control RGB lights is pretty nice
- You can easily do all the multi-tasking with this laptop
- There are no lags during normal use or even gaming

Cons
- The battery life is average or ma...
READ MORE",5
300,Delightful,"My first openion is super laptop. And most effective is specialy RGB light . OR smooth display , it's a best budget gaming laptop.",4
301,Really Nice,I got it for 46990 during bbd....body and design is superb....but i am dis satisfied with the display ..i have a msi laptop...100% brightness on TUF is comaprable to 50% brightness with my MSI GL63-8RC.and it needs improvement in the speakers synchronization...MSI speaker are much louder and better than ASUS Tuf...apart from this its good under 52k..above that go for MSI,4
302,Wonderful,"Absolutely worth for money,

Laptop performance is beast 🔥🔥
Buttery smooth in online games like valorant ,fortnite.

60+ FPS in triple A games
Like Spiderman remastered ,gta V ,batman arkham knight and many more

Nice design.
,go for it",5
303,Perfect product!,I bought it for reasonable price and the laptop was pretty good after 1 month of full usage i will give full review of the laptop,5
304,Must buy!,"Best laptop for vedio editing,it supports adobe premiere pro and after effects and even all the apps available in adobe creative clouds",5
