,Review_title,Review_text,Ratings
205,"Poor quality accessories, and pathetic after-sale service","The AC adaptor stopped working (without any physical damage) in less than a year. Even after contacting lenovo support several times, they delayed service for 10 days. First i was assured replacement, then they demanded physical verification, all this hassle for a charger. No customer support or polite behavior by call center executives. Will never recommend Lenovo for its bad quality, and even worse customer support.",1.0 out of 5 stars
206,,,
207,,,
208,Laptop Good,No. 1 Laptop price is good got good exchange value but over heat issue.  charged me for gift wrap but didn't wrap it.<br>A lot of disappointment,1.0 out of 5 stars
209,Pathetic,Battery and screen quality... just pathetic. Screen is the worst I have seen on a laptop.<br>Disgusting CS from Lenovo.,1.0 out of 5 stars
210,Very bad,Not upto mark.. there are better options than this in this price range... But it is also a good choice.,1.0 out of 5 stars
211,If you're by this product you need my review 💯%,"Hi guys 👋<br>1)This laptop comes with very very bad screen experience,<br>Because I use realme book and i shift to realme to this laptop<br>2)Colours not visible too bright<br>And keyboard, Bild quality also disopinted you<br><br>3)In screen you don't even see colours and sum small letters,<br>And there is no return option only replace option.<br>4)You don't want build quality and screen experience you can go for it👍<br>5)You already use laptops like with glassy screen you definitely disappointed 💯<br>6)If or looking for better then this on budget you have sum laptops on market<br>7) This laptop not for students, because this laptop too heavy and big<br>8) you have to see my upload images<br>You put screen only 1 angel for see all small letters and details<br>9)it comes only fhd display",1.0 out of 5 stars
212,Plz Don't buy this laptop. Don't waste ur money.,&nbsp;Sometimes Item is not turning on. Sound quality is very poor. Laptop is not working properly. Screen turns white while using it for 5 min.system lags a lot.Even a Dual Core System Can Gives u much better performance than this.,1.0 out of 5 stars
213,Waste of money,"Personally strongly recommend not to buy Lenovo product.<br>Within 13 months of use, my brand New LENOVO Ideapad's motherboard has totally failed just after 15 days of warranty period. It's totally time waste to visit LENOVO Service centers and they cost as high as laptops price to replace the board.<br>Worst experience with Lenovo laptop. Totally wastage of money.<br>#lenovoideapad #LenovoLaptop #Lenovo #worstcustomerservice #cheaplaptops",1.0 out of 5 stars
214,"Bad Design, Substandard Keyboard, dont buy this or any of its variant model laptops!!!","My Lenovo Ideapad 3 laptop is still in warranty and since Dec 2020 has had two keyboard replacements. One or more keys stop working within an year. After the first replacement during manufacturers warranty, I decided to extend my warranty for another year and that has saved me from a big expense.<br><br>The worst part is the keyboard is not a replaceable component on its own. The keyboard is part of an assembly that includes the touchpad, speakers and the top frame on which one rests one hand while typing, see pics for details. Besides the design of the hand rest where there is a drop in the hand rest where the trackpad ends and the keyboard begins is faulty, this drop touches and rubs against the screen when the laptop is shut and screen is folded down as one would normally carry or store the laptop.<br><br>without extended warranty this laptop is unaffordable as Lenovo will replace the whole assembly comprising of speakers &amp; trackpad if the keyboard malfunctions, which has now happened twice with me, each time a new one was replaced.<br><br>If one has to replace a faulty keyboard at ones own cost, one will be billed for the replacement speakers as well as the trackpad which may be perfectly ok as was in my case, not once but twice.<br><br>I cannot even begin to understand why this is so, it must have come through in QA and testing, if any was done at all. This is unacceptable, never again will I buy any Lenovo laptops again, this is my first and last Lenovo laptop.<br><br>Have had DELL, Toshiba, Asus and HP laptops in the past, none was as worthless and troublesome as this one. Buyer be ware, I don't want anyone else to feel the way I feel.<br><br>Lenovo get your act together.",1.0 out of 5 stars
215,don't waste your money for purchase any lenovo products,Please don't purchase any Lenovo product I was purchased Lenovo flex 5(price 62000) before 4 months.<br>Now it is not working.<br>Customer service and support is also very disappointing.<br>We have complaint about my laptop issue almost before one week there is no any response till date now.,1.0 out of 5 stars
216,,,
217,Best laptop Go for it.,This is much better than i5 11th gen . I have compared practically. After lot of research i have got the best and beast laptop. It can do whatever you want.,5.0 out of 5 stars
218,Superb Laptop 😍😍,"&nbsp;Superb laptop 😍😍😍<br>I am very happy with this product,<br>Pros:<br>* Good build quality<br>* Have nice screen brightness<br>* Good webcam<br>* Amazing booting speed with ssd<br>* Good ram management<br><br>Cons:<br>× speaker sound seems less<br>× battery life seems less , i mean once 1 full charge can play 3-4 hour<br><br>Bonus ***<br>When you open laptop this automatically boot &amp; ready to work 😍",5.0 out of 5 stars
219,After 2 month use,Lovely but SSD read write speed is like hdd i feel  after 2 month of usage BTW overall good,5.0 out of 5 stars
220,Value of money,Good product and good packaging battery life 4 hours so bad all of value of money,5.0 out of 5 stars
221,Overall good in all aspects,"Slim and light laptop<br>Basic things like web browsing, YouTube HD playback, meeting app works fine &gt;&gt;basic coding stuff works (like python) &gt;&gt;wake time is  less than 10 second<br>&gt;&gt;2gb memory is dedicated for inbuilt graphics<br>&gt;&gt;Screen is good",5.0 out of 5 stars
222,Its very good and im not facing any issue for now...  Its very light and awesome,Its very good and im not facing any issue for now,5.0 out of 5 stars
223,Great Laptop!,"Works absolutely fantastic! With windows 11, fast SSD, powerful processor. Its just a beast at that price. A steal deal.",5.0 out of 5 stars
224,All is best. But bettery backup is very bad. You can buy it. Better in this prise.,Ashphalt 9 is running very smoothly. All is best. Bettery backup is bad only,5.0 out of 5 stars
225,Excellent! Beyond words,Extremely light weight. Very fast (as new computers would always be). Worthy to buy considering the features and functionality.,5.0 out of 5 stars
226,Good and premium looking,"The laptop looking amazing even working smoothly.<br><br>Cons:<br>Here you saw 9 hours battery backup but only 5 hours battery backup.<br><br>8GB ram not available already 2GB hardware reserved, 3GB cached and remain 3GB.",5.0 out of 5 stars
227,,,
228,,,
229,A very good product,"Scree quality is good, Battery life is average.",5.0 out of 5 stars
230,Nice,Very good,5.0 out of 5 stars
231,Most valuable laptop,"Screen,Battery Life and Performance is batter 😊",5.0 out of 5 stars
232,Best laptop under 40-45k,Everything is perfect<br>2 yrs warranty<br>Great battery life<br>Got for 42k,5.0 out of 5 stars
233,nice product,very much like,5.0 out of 5 stars
234,Good one,After the use of one month overall good performance.,5.0 out of 5 stars
235,All good but keyboard light nit available,All good but keyboard light nit available,5.0 out of 5 stars
236,I am satisfied purchase budget laptop under 40k,Lap is good but<br>Backlit keyboard hona chahiye tha so I am not satisfied.,5.0 out of 5 stars
237,👍,Goof,5.0 out of 5 stars
238,Works similar even after 15th day from the purchasing day,Performance is goood,5.0 out of 5 stars
239,,,
240,,,
241,Very good laptop in the price bracket of 45000,Good,5.0 out of 5 stars
242,Excellent product.,"I think this product is excellent in the price. This product comes 8gb ram, 512gb ssd and ryzen 3 processor its makes so fast,booting time two seconds response,Windows 11 latest version also MS Office home version lifetime validity, 2 years warranty service, display is awesome like amoled, low sound quality but its sounds sweet with preloaded Dolby features,overall in this price range value for money product 🙂🙂",5.0 out of 5 stars
